"customer_id","recency","frequency","monetary","r_score","f_score","m_score","rfm_total_score","rfm_cell","segment"
13382,281,5,1387.58,2,4,4,10,"244","Cant Lose Them"
13383,544,1,305.28,1,1,2,4,"112","Lost"
13384,31,11,6680.83,4,5,5,14,"455","Champions"
13385,330,1,534.57,2,1,2,5,"212","About To Sleep"
13386,415,2,835.46,1,2,3,6,"123","Hibernating"
13387,418,1,181.84,1,2,1,4,"121","Lost"
13388,132,3,1185.65,3,3,3,9,"333","Promising"
13389,12,3,797.96,5,3,3,11,"533","Potential Loyalists"
13390,75,1,544.08,3,1,2,6,"312","Promising"
13391,204,1,59.80,2,1,1,4,"211","About To Sleep"
13392,678,1,91.14,1,1,1,3,"111","Lost"
13393,584,4,1131.45,1,3,3,7,"133","At Risk"
13394,2,19,6621.70,5,5,5,15,"555","Champions"
13395,186,3,1180.23,3,3,3,9,"333","Promising"
13396,30,2,1360.99,4,2,4,10,"424","Potential Loyalists"
13397,73,10,3191.87,3,5,5,13,"355","Loyal Customers"
13398,193,2,670.34,2,3,3,8,"233","Needs Attention"
13399,465,3,275.40,1,3,1,5,"131","At Risk"
13400,583,1,310.83,1,1,2,4,"112","Lost"
13402,128,4,1226.85,3,4,4,11,"344","Loyal Customers"
13403,18,3,229.50,5,3,1,9,"531","Potential Loyalists"
13404,2,2,252.49,5,2,1,8,"521","Potential Loyalists"
13405,205,5,1198.81,2,4,3,9,"243","At Risk"
13406,428,2,568.92,1,2,2,5,"122","Lost"
13407,579,3,2244.70,1,3,4,8,"134","At Risk"
13408,2,106,50174.78,5,5,5,15,"555","Champions"
13410,25,9,2201.96,4,5,4,13,"454","Champions"
13411,108,1,213.55,3,2,1,6,"321","Promising"
13412,621,1,487.35,1,1,2,4,"112","Lost"
13413,640,6,429.44,1,4,2,7,"142","At Risk"
13414,134,6,2494.14,3,4,4,11,"344","Loyal Customers"
13415,473,4,784.17,1,4,3,8,"143","At Risk"
13416,44,3,940.80,4,3,3,10,"433","Potential Loyalists"
13417,5,6,1669.49,5,4,4,13,"544","Champions"
13418,12,31,11559.66,5,5,5,15,"555","Champions"
13419,64,1,221.06,3,2,1,6,"321","Promising"
13420,150,2,159.85,3,2,1,6,"321","Promising"
13421,41,8,4048.25,4,4,5,13,"445","Champions"
13422,65,1,2626.30,3,1,4,8,"314","Promising"
13423,429,1,217.03,1,2,1,4,"121","Lost"
13424,450,1,572.77,1,1,2,4,"112","Lost"
13425,109,5,3390.43,3,4,5,12,"345","Loyal Customers"
13426,1,22,8167.38,5,5,5,15,"555","Champions"
13427,20,6,1006.53,4,4,3,11,"443","Champions"
13428,11,3,478.54,5,3,2,10,"532","Potential Loyalists"
13429,11,4,1006.80,5,4,3,12,"543","Champions"
13430,19,2,679.45,5,2,3,10,"523","Potential Loyalists"
13431,68,8,3316.24,3,4,5,12,"345","Loyal Customers"
13432,572,2,436.55,1,2,2,5,"122","Lost"
13433,502,4,658.32,1,3,3,7,"133","At Risk"
13434,75,5,1666.86,3,4,4,11,"344","Loyal Customers"
13435,6,9,4447.33,5,5,5,15,"555","Champions"
13436,2,1,196.89,5,2,1,8,"521","Potential Loyalists"
13437,15,7,3408.06,5,4,5,14,"545","Champions"
13438,548,1,46.50,1,1,1,3,"111","Lost"
13439,256,3,986.61,2,3,3,8,"233","Needs Attention"
13440,424,7,1295.25,1,4,4,9,"144","Cant Lose Them"
13441,92,2,720.90,3,2,3,8,"323","Promising"
13442,668,3,419.87,1,3,2,6,"132","At Risk"
13443,449,6,1269.37,1,4,4,9,"144","Cant Lose Them"
13444,375,2,619.08,2,2,3,7,"223","Needs Attention"
13445,627,1,241.90,1,1,1,3,"111","Lost"
13446,431,11,3881.89,1,5,5,11,"155","Cant Lose Them"
13447,24,3,1129.14,4,3,3,10,"433","Potential Loyalists"
13448,17,12,8386.22,5,5,5,15,"555","Champions"
13449,24,1,291.88,4,1,2,7,"412","New Customers"
13450,27,13,4120.04,4,5,5,14,"455","Champions"
13451,27,11,7088.92,4,5,5,14,"455","Champions"
13452,260,3,729.80,2,3,3,8,"233","Needs Attention"
13453,166,3,781.69,3,3,3,9,"333","Promising"
13454,642,1,219.87,1,2,1,4,"121","Lost"
13455,25,6,2212.99,4,4,4,12,"444","Champions"
13456,18,6,1766.72,5,4,4,13,"544","Champions"
13457,689,2,148.22,1,2,1,4,"121","Lost"
13458,8,16,11959.27,5,5,5,15,"555","Champions"
13459,625,2,1160.41,1,2,3,6,"123","Hibernating"
13460,30,2,183.44,4,2,1,7,"421","Potential Loyalists"
13461,39,6,4160.00,4,4,5,13,"445","Champions"
13462,253,5,1153.85,2,4,3,9,"243","At Risk"
13464,59,6,3097.64,4,4,5,13,"445","Champions"
13465,447,2,931.12,1,2,3,6,"123","Hibernating"
13466,185,5,1013.35,3,4,3,10,"343","Loyal Customers"
13467,11,2,1071.91,5,3,3,11,"533","Potential Loyalists"
13468,2,72,12793.28,5,5,5,15,"555","Champions"
13469,654,1,82.40,1,1,1,3,"111","Lost"
13470,100,2,165.00,3,2,1,6,"321","Promising"
13471,2,4,2501.84,5,3,4,12,"534","Potential Loyalists"
13472,464,2,592.24,1,3,2,6,"132","At Risk"
13473,61,8,2657.76,3,4,4,11,"344","Loyal Customers"
13474,237,3,646.59,2,3,3,8,"233","Needs Attention"
13475,192,4,1431.78,2,3,4,9,"234","Needs Attention"
13476,179,5,2061.47,3,4,4,11,"344","Loyal Customers"
13477,38,11,2819.17,4,5,4,13,"454","Champions"
13478,470,5,2215.78,1,4,4,9,"144","Cant Lose Them"
13479,201,4,851.37,2,3,3,8,"233","Needs Attention"
13480,417,2,627.82,1,2,3,6,"123","Hibernating"
13481,46,11,3830.84,4,5,5,14,"455","Champions"
13482,233,2,336.09,2,3,2,7,"232","Needs Attention"
13483,66,1,140.34,3,2,1,6,"321","Promising"
13484,242,3,790.72,2,3,3,8,"233","Needs Attention"
13485,234,11,3015.22,2,5,5,12,"255","Cant Lose Them"
13486,79,3,1122.41,3,3,3,9,"333","Promising"
13487,58,5,846.87,4,4,3,11,"443","Champions"
13488,18,23,14205.96,5,5,5,15,"555","Champions"
13489,106,4,449.52,3,3,2,8,"332","Promising"
13490,655,1,154.25,1,2,1,4,"121","Lost"
13491,52,27,4467.66,4,5,5,14,"455","Champions"
13492,137,3,1269.84,3,3,4,10,"334","Promising"
13493,276,2,498.63,2,3,2,7,"232","Needs Attention"
13494,312,1,316.26,2,1,2,5,"212","About To Sleep"
13495,8,10,4863.31,5,5,5,15,"555","Champions"
13496,11,2,653.33,5,3,3,11,"533","Potential Loyalists"
13497,283,6,1166.83,2,4,3,9,"243","At Risk"
13498,731,1,327.38,1,1,2,4,"112","Lost"
13499,18,5,1159.11,5,4,3,12,"543","Champions"
13500,24,4,1466.30,4,3,4,11,"434","Potential Loyalists"
13501,289,3,2885.11,2,3,4,9,"234","Needs Attention"
13502,17,5,780.50,5,4,3,12,"543","Champions"
13503,72,5,1778.04,3,4,4,11,"344","Loyal Customers"
13504,65,1,295.93,3,1,2,6,"312","Promising"
13505,73,4,3633.63,3,4,5,12,"345","Loyal Customers"
13506,317,5,1338.08,2,4,4,10,"244","Cant Lose Them"
13507,4,4,2479.16,5,3,4,12,"534","Potential Loyalists"
13508,244,2,287.05,2,2,2,6,"222","Needs Attention"
13509,9,7,1099.72,5,4,3,12,"543","Champions"
13510,2,11,4558.29,5,5,5,15,"555","Champions"
13511,677,1,282.76,1,1,1,3,"111","Lost"
13512,261,4,713.39,2,3,3,8,"233","Needs Attention"
13513,127,3,824.59,3,3,3,9,"333","Promising"
13514,74,4,815.90,3,3,3,9,"333","Promising"
13515,73,6,1265.82,3,4,4,11,"344","Loyal Customers"
13516,22,4,1685.26,4,3,4,11,"434","Potential Loyalists"
13517,60,3,2128.42,3,3,4,10,"334","Promising"
13518,86,1,627.16,3,1,3,7,"313","Promising"
13519,79,2,343.21,3,3,2,8,"332","Promising"
13520,59,11,5446.00,3,5,5,13,"355","Loyal Customers"
13521,2,3,1070.47,5,3,3,11,"533","Potential Loyalists"
13522,31,1,125.80,4,1,1,6,"411","New Customers"
13523,34,6,4534.57,4,4,5,13,"445","Champions"
13524,41,5,680.18,4,4,3,11,"443","Champions"
13525,15,2,628.78,5,2,3,10,"523","Potential Loyalists"
13526,739,2,1182.00,1,3,3,7,"133","At Risk"
13527,34,12,4541.29,4,5,5,14,"455","Champions"
13529,79,2,307.76,3,2,2,7,"322","Promising"
13530,635,1,402.98,1,1,2,4,"112","Lost"
13531,206,6,1433.07,2,4,4,10,"244","Cant Lose Them"
13532,34,1,210.31,4,2,1,7,"421","Potential Loyalists"
13533,183,3,269.09,3,3,1,7,"331","Promising"
13534,3,35,7720.90,5,5,5,15,"555","Champions"
13535,403,1,89.50,2,1,1,4,"211","About To Sleep"
13536,2,7,3444.39,5,4,5,14,"545","Champions"
13537,426,2,717.85,1,2,3,6,"123","Hibernating"
13538,44,12,3103.13,4,5,5,14,"455","Champions"
13539,86,7,1569.36,3,4,4,11,"344","Loyal Customers"
13540,468,3,632.39,1,3,3,7,"133","At Risk"
13541,428,2,785.25,1,2,3,6,"123","Hibernating"
13542,377,17,3959.49,2,5,5,12,"255","Cant Lose Them"
13543,635,2,1439.61,1,2,4,7,"124","Hibernating"
13544,40,6,790.20,4,4,3,11,"443","Champions"
13545,391,2,364.93,2,3,2,7,"232","Needs Attention"
13546,13,5,1086.24,5,4,3,12,"543","Champions"
13547,409,1,164.53,2,2,1,5,"221","Needs Attention"
13548,97,3,901.44,3,3,3,9,"333","Promising"
13549,26,8,1005.80,4,4,3,11,"443","Champions"
13550,384,1,342.55,2,1,2,5,"212","About To Sleep"
13551,320,2,244.20,2,2,1,5,"221","Needs Attention"
13552,67,22,6948.92,3,5,5,13,"355","Loyal Customers"
13553,675,1,499.60,1,1,2,4,"112","Lost"
13554,381,7,1629.35,2,4,4,10,"244","Cant Lose Them"
13555,74,13,8891.84,3,5,5,13,"355","Loyal Customers"
13556,430,2,200.82,1,3,1,5,"131","At Risk"
13557,29,13,3032.26,4,5,5,14,"455","Champions"
13558,6,4,594.52,5,4,2,11,"542","Champions"
13559,513,2,990.00,1,2,3,6,"123","Hibernating"
13560,8,1,171.42,5,2,1,8,"521","Potential Loyalists"
13561,216,11,1803.40,2,5,4,11,"254","Cant Lose Them"
13562,82,8,4838.18,3,5,5,13,"355","Loyal Customers"
13563,85,2,777.53,3,2,3,8,"323","Promising"
13564,355,36,15880.22,2,5,5,12,"255","Cant Lose Them"
13565,20,3,414.80,4,3,2,9,"432","Potential Loyalists"
13566,41,5,1684.75,4,4,4,12,"444","Champions"
13567,429,4,1079.29,1,3,3,7,"133","At Risk"
13568,174,1,187.05,3,2,1,6,"321","Promising"
13569,18,4,725.04,5,4,3,12,"543","Champions"
13570,244,1,239.49,2,1,1,4,"211","About To Sleep"
13571,13,26,4537.26,5,5,5,15,"555","Champions"
13572,206,1,1384.25,2,1,4,7,"214","About To Sleep"
13573,51,6,903.07,4,4,3,11,"443","Champions"
13574,412,1,404.45,1,1,2,4,"112","Lost"
13575,24,5,732.07,4,4,3,11,"443","Champions"
13576,11,28,11202.59,5,5,5,15,"555","Champions"
13577,26,11,3484.28,4,5,5,14,"455","Champions"
13578,410,1,147.66,1,2,1,4,"121","Lost"
13579,15,5,1374.34,5,4,4,13,"544","Champions"
13580,407,1,107.75,2,1,1,4,"211","About To Sleep"
13581,310,2,280.53,2,2,1,5,"221","Needs Attention"
13582,390,2,241.68,2,2,1,5,"221","Needs Attention"
13583,156,2,1445.03,3,2,4,9,"324","Promising"
13584,307,3,385.70,2,3,2,7,"232","Needs Attention"
13585,531,3,684.54,1,3,3,7,"133","At Risk"
13586,542,1,127.28,1,1,1,3,"111","Lost"
13587,64,4,1673.50,3,3,4,10,"334","Promising"
13588,16,9,2478.95,5,5,4,14,"554","Champions"
13589,15,6,1120.74,5,4,3,12,"543","Champions"
13590,12,18,6336.04,5,5,5,15,"555","Champions"
13591,65,7,2093.94,3,4,4,11,"344","Loyal Customers"
13592,36,4,247.96,4,3,1,8,"431","Potential Loyalists"
13593,109,14,5493.29,3,5,5,13,"355","Loyal Customers"
13594,53,2,533.32,4,2,2,8,"422","Potential Loyalists"
13595,517,3,784.48,1,3,3,7,"133","At Risk"
13596,6,2,664.11,5,2,3,10,"523","Potential Loyalists"
13597,401,2,396.71,2,2,2,6,"222","Needs Attention"
13598,48,5,761.96,4,4,3,11,"443","Champions"
13599,2,33,9811.04,5,5,5,15,"555","Champions"
13600,313,2,518.42,2,2,2,6,"222","Needs Attention"
13601,46,4,1159.99,4,3,3,10,"433","Potential Loyalists"
13602,65,4,1025.17,3,3,3,9,"333","Promising"
13603,27,1,164.34,4,2,1,7,"421","Potential Loyalists"
13604,659,1,717.62,1,1,3,5,"113","Hibernating"
13605,388,2,522.67,2,2,2,6,"222","Needs Attention"
13606,30,3,276.75,4,3,1,8,"431","Potential Loyalists"
13607,41,2,1075.81,4,3,3,10,"433","Potential Loyalists"
13608,541,1,232.05,1,1,1,3,"111","Lost"
13609,594,1,167.35,1,2,1,4,"121","Lost"
13610,13,14,2102.46,5,5,4,14,"554","Champions"
13611,90,10,3297.93,3,5,5,13,"355","Loyal Customers"
13612,633,1,818.29,1,1,3,5,"113","Hibernating"
13613,453,5,1039.85,1,4,3,8,"143","At Risk"
13614,25,6,2332.74,4,4,4,12,"444","Champions"
13615,319,8,6272.53,2,4,5,11,"245","Cant Lose Them"
13616,569,2,283.85,1,2,1,4,"121","Lost"
13617,41,8,1278.75,4,4,4,12,"444","Champions"
13618,174,1,177.34,3,2,1,6,"321","Promising"
13619,545,2,223.44,1,3,1,5,"131","At Risk"
13620,529,1,112.34,1,1,1,3,"111","Lost"
13621,117,1,213.85,3,2,1,6,"321","Promising"
13622,697,1,658.95,1,1,3,5,"113","Hibernating"
13623,31,10,2533.06,4,5,4,13,"454","Champions"
13624,389,1,462.08,2,1,2,5,"212","About To Sleep"
13625,597,1,301.26,1,1,2,4,"112","Lost"
13626,253,2,707.04,2,2,3,7,"223","Needs Attention"
13627,60,7,2245.90,3,4,4,11,"344","Loyal Customers"
13628,677,1,310.14,1,1,2,4,"112","Lost"
13629,24,19,13370.86,4,5,5,14,"455","Champions"
13630,6,7,2031.78,5,4,4,13,"544","Champions"
13631,100,11,3070.42,3,5,5,13,"355","Loyal Customers"
13632,25,8,3645.81,4,5,5,14,"455","Champions"
13634,34,15,4988.08,4,5,5,14,"455","Champions"
13635,68,4,2999.16,3,4,5,12,"345","Loyal Customers"
13636,37,5,949.12,4,4,3,11,"443","Champions"
13637,53,3,803.05,4,3,3,10,"433","Potential Loyalists"
13638,16,1,122.64,5,1,1,7,"511","New Customers"
13639,75,2,1346.27,3,2,4,9,"324","Promising"
13640,612,1,405.00,1,1,2,4,"112","Lost"
13641,641,4,942.37,1,4,3,8,"143","At Risk"
13642,216,4,472.20,2,4,2,8,"242","At Risk"
13643,32,10,2156.77,4,5,4,13,"454","Champions"
13644,17,4,2624.26,5,3,4,12,"534","Potential Loyalists"
13645,121,1,252.10,3,1,1,5,"311","Promising"
13646,400,2,326.25,2,2,2,6,"222","Needs Attention"
13647,10,8,3041.68,5,4,5,14,"545","Champions"
13648,401,8,1759.07,2,5,4,11,"254","Cant Lose Them"
13649,257,6,1453.68,2,4,4,10,"244","Cant Lose Them"
13650,17,10,3288.00,5,5,5,15,"555","Champions"
13651,40,2,211.85,4,3,1,8,"431","Potential Loyalists"
13652,46,5,2262.05,4,4,4,12,"444","Champions"
13653,488,1,152.20,1,2,1,4,"121","Lost"
13654,44,11,6308.00,4,5,5,14,"455","Champions"
13655,115,6,2280.51,3,4,4,11,"344","Loyal Customers"
13656,165,4,1078.85,3,3,3,9,"333","Promising"
13657,11,2,382.14,5,2,2,9,"522","Potential Loyalists"
13658,10,9,6025.50,5,5,5,15,"555","Champions"
13659,206,12,4884.68,2,5,5,12,"255","Cant Lose Them"
13660,401,1,306.64,2,1,2,5,"212","About To Sleep"
13661,604,1,325.24,1,1,2,4,"112","Lost"
13662,86,11,2233.61,3,5,4,12,"354","Loyal Customers"
13663,180,5,2047.51,3,4,4,11,"344","Loyal Customers"
13665,387,3,1711.66,2,3,4,9,"234","Needs Attention"
13666,61,5,127.05,3,4,1,8,"341","Loyal Customers"
13667,150,1,299.05,3,1,2,6,"312","Promising"
13668,3,35,12948.48,5,5,5,15,"555","Champions"
13669,51,3,413.55,4,3,2,9,"432","Potential Loyalists"
13670,76,1,349.70,3,1,2,6,"312","Promising"
13671,395,1,172.60,2,2,1,5,"221","Needs Attention"
13672,302,3,419.92,2,3,2,7,"232","Needs Attention"
13673,19,2,387.44,5,2,2,9,"522","Potential Loyalists"
13674,433,1,240.68,1,1,1,3,"111","Lost"
13675,152,2,486.82,3,3,2,8,"332","Promising"
13676,540,2,243.90,1,2,1,4,"121","Lost"
13677,405,2,551.24,2,2,2,6,"222","Needs Attention"
13678,152,1,232.60,3,1,1,5,"311","Promising"
13679,494,3,281.26,1,3,1,5,"131","At Risk"
13680,2,12,11419.67,5,5,5,15,"555","Champions"
13681,18,4,827.83,5,3,3,11,"533","Potential Loyalists"
13682,188,1,59.50,2,1,1,4,"211","About To Sleep"
13683,458,1,258.60,1,1,1,3,"111","Lost"
13684,286,4,594.88,2,4,2,8,"242","At Risk"
13685,3,7,3119.44,5,4,5,14,"545","Champions"
13686,183,3,409.04,3,3,2,8,"332","Promising"
13687,439,1,11880.84,1,1,5,7,"115","Hibernating"
13688,636,1,375.50,1,1,2,4,"112","Lost"
13689,64,2,1259.50,3,2,4,9,"324","Promising"
13690,60,1,172.25,3,2,1,6,"321","Promising"
13691,397,1,210.78,2,2,1,5,"221","Needs Attention"
13692,25,5,3114.40,4,4,5,13,"445","Champions"
13693,375,9,2011.82,2,5,4,11,"254","Cant Lose Them"
13694,4,143,195640.69,5,5,5,15,"555","Champions"
13695,32,16,2770.73,4,5,4,13,"454","Champions"
13696,422,3,2020.40,1,3,4,8,"134","At Risk"
13697,39,1,151.30,4,2,1,7,"421","Potential Loyalists"
13698,597,2,451.73,1,2,2,5,"122","Lost"
13699,156,2,764.15,3,2,3,8,"323","Promising"
13700,27,13,2596.97,4,5,4,13,"454","Champions"
13701,447,1,161.00,1,2,1,4,"121","Lost"
13702,446,1,135.18,1,2,1,4,"121","Lost"
13703,319,2,425.56,2,2,2,6,"222","Needs Attention"
13704,6,9,2308.06,5,5,4,14,"554","Champions"
13705,8,7,1717.19,5,4,4,13,"544","Champions"
13706,303,2,631.17,2,2,3,7,"223","Needs Attention"
13707,268,5,3365.86,2,4,5,11,"245","Cant Lose Them"
13708,272,1,283.33,2,1,1,4,"211","About To Sleep"
13709,4,18,7571.35,5,5,5,15,"555","Champions"
13710,32,3,509.52,4,3,2,9,"432","Potential Loyalists"
13711,219,9,1792.26,2,5,4,11,"254","Cant Lose Them"
13712,247,2,766.42,2,2,3,7,"223","Needs Attention"
13713,409,3,740.76,2,3,3,8,"233","Needs Attention"
13714,466,1,161.35,1,2,1,4,"121","Lost"
13715,282,17,8153.04,2,5,5,12,"255","Cant Lose Them"
13716,270,1,138.28,2,2,1,5,"221","Needs Attention"
13717,33,8,1763.30,4,5,4,13,"454","Champions"
13718,247,2,306.55,2,2,2,6,"222","Needs Attention"
13719,16,11,2782.10,5,5,4,14,"554","Champions"
13720,117,4,799.90,3,3,3,9,"333","Promising"
13721,37,2,741.54,4,2,3,9,"423","Potential Loyalists"
13722,132,10,5635.41,3,5,5,13,"355","Loyal Customers"
13723,218,6,1194.08,2,4,3,9,"243","At Risk"
13724,638,1,213.01,1,2,1,4,"121","Lost"
13725,50,8,1980.56,4,4,4,12,"444","Champions"
13726,39,2,1079.66,4,2,3,9,"423","Potential Loyalists"
13727,29,8,1074.15,4,4,3,11,"443","Champions"
13728,37,16,2855.17,4,5,4,13,"454","Champions"
13729,436,3,724.73,1,3,3,7,"133","At Risk"
13730,136,2,752.60,3,2,3,8,"323","Promising"
13731,220,2,610.59,2,2,3,7,"223","Needs Attention"
13732,29,1,491.86,4,1,2,7,"412","New Customers"
13733,411,2,487.03,1,3,2,6,"132","At Risk"
13734,509,4,6695.69,1,3,5,9,"135","At Risk"
13735,25,13,9762.77,4,5,5,14,"455","Champions"
13736,6,7,2752.47,5,4,4,13,"544","Champions"
13737,201,1,339.60,2,1,2,5,"212","About To Sleep"
13738,397,1,434.78,2,1,2,5,"212","About To Sleep"
13739,19,2,292.20,5,2,2,9,"522","Potential Loyalists"
13740,241,5,1582.77,2,4,4,10,"244","Cant Lose Them"
13741,72,3,668.43,3,3,3,9,"333","Promising"
13742,17,12,3107.87,5,5,5,15,"555","Champions"
13743,3,7,1341.60,5,4,4,13,"544","Champions"
13744,96,2,1080.52,3,3,3,9,"333","Promising"
13745,163,2,777.36,3,2,3,8,"323","Promising"
13746,414,1,176.69,1,2,1,4,"121","Lost"
13747,374,2,169.80,2,2,1,5,"221","Needs Attention"
13748,96,9,2064.35,3,5,4,12,"354","Loyal Customers"
13750,54,11,3602.18,4,5,5,14,"455","Champions"
13751,289,1,296.25,2,1,2,5,"212","About To Sleep"
13752,125,7,1579.83,3,4,4,11,"344","Loyal Customers"
13753,288,4,2094.57,2,4,4,10,"244","Cant Lose Them"
13754,152,3,447.05,3,3,2,8,"332","Promising"
13755,4,9,2108.06,5,5,4,14,"554","Champions"
13756,3,23,8655.95,5,5,5,15,"555","Champions"
13757,675,1,195.55,1,2,1,4,"121","Lost"
13758,12,14,8595.29,5,5,5,15,"555","Champions"
13759,34,2,659.41,4,2,3,9,"423","Potential Loyalists"
13760,55,5,1363.64,4,4,4,12,"444","Champions"
13761,51,6,1952.17,4,4,4,12,"444","Champions"
13762,219,5,2472.48,2,4,4,10,"244","Cant Lose Them"
13763,64,3,5217.44,3,3,5,11,"335","Promising"
13764,71,6,2908.67,3,4,5,12,"345","Loyal Customers"
13765,654,1,352.82,1,1,2,4,"112","Lost"
13766,496,1,190.35,1,2,1,4,"121","Lost"
13767,3,73,33903.57,5,5,5,15,"555","Champions"
13768,727,2,875.97,1,2,3,6,"123","Hibernating"
13769,3,20,5478.12,5,5,5,15,"555","Champions"
13770,423,4,785.37,1,4,3,8,"143","At Risk"
13771,65,9,5728.82,3,5,5,13,"355","Loyal Customers"
13772,34,8,3100.02,4,4,5,13,"445","Champions"
13773,397,2,301.54,2,2,2,6,"222","Needs Attention"
13774,82,1,345.00,3,1,2,6,"312","Promising"
13775,591,1,1049.66,1,1,3,5,"113","Hibernating"
13777,1,61,49638.26,5,5,5,15,"555","Champions"
13778,104,4,1124.49,3,3,3,9,"333","Promising"
13779,516,1,161.13,1,2,1,4,"121","Lost"
13780,8,3,732.07,5,3,3,11,"533","Potential Loyalists"
13781,251,3,778.83,2,3,3,8,"233","Needs Attention"
13782,13,13,1786.08,5,5,4,14,"554","Champions"
13783,488,4,1542.09,1,3,4,8,"134","At Risk"
13784,10,14,2910.23,5,5,5,15,"555","Champions"
13785,429,4,542.49,1,3,2,6,"132","At Risk"
13786,368,6,3127.99,2,4,5,11,"245","Cant Lose Them"
13787,76,6,1222.50,3,4,4,11,"344","Loyal Customers"
13788,506,1,3.75,1,1,1,3,"111","Lost"
13789,389,1,239.46,2,1,1,4,"211","About To Sleep"
13790,5,1,348.80,5,1,2,8,"512","New Customers"
13791,128,2,1516.00,3,2,4,9,"324","Promising"
13792,67,3,383.95,3,3,2,8,"332","Promising"
13793,647,1,96.00,1,1,1,3,"111","Lost"
13794,547,1,126.03,1,1,1,3,"111","Lost"
13795,389,4,836.30,2,3,3,8,"233","Needs Attention"
13796,500,1,289.70,1,1,2,4,"112","Lost"
13797,437,3,1179.45,1,3,3,7,"133","At Risk"
13798,2,110,75428.87,5,5,5,15,"555","Champions"
13799,117,9,2803.57,3,5,4,12,"354","Loyal Customers"
13800,310,3,1679.56,2,3,4,9,"234","Needs Attention"
13801,67,1,324.80,3,1,2,6,"312","Promising"
13802,139,19,26259.11,3,5,5,13,"355","Loyal Customers"
13803,256,3,1338.91,2,3,4,9,"234","Needs Attention"
13804,31,9,3161.12,4,5,5,14,"455","Champions"
13805,53,2,924.60,4,2,3,9,"423","Potential Loyalists"
13806,64,1,256.38,3,1,1,5,"311","Promising"
13807,368,3,422.20,2,3,2,7,"232","Needs Attention"
13808,6,5,1747.66,5,4,4,13,"544","Champions"
13809,306,3,679.70,2,3,3,8,"233","Needs Attention"
13810,29,2,827.51,4,2,3,9,"423","Potential Loyalists"
13811,184,2,519.75,3,2,2,7,"322","Promising"
13812,43,3,485.00,4,3,2,9,"432","Potential Loyalists"
13813,40,8,2387.47,4,4,4,12,"444","Champions"
13814,93,3,2257.32,3,3,4,10,"334","Promising"
13815,23,8,6737.74,4,4,5,13,"445","Champions"
13816,24,2,499.67,4,3,2,9,"432","Potential Loyalists"
13817,30,2,328.98,4,2,2,8,"422","Potential Loyalists"
13818,430,1,61.28,1,1,1,3,"111","Lost"
13819,302,6,2642.35,2,4,4,10,"244","Cant Lose Them"
13820,419,3,652.75,1,3,3,7,"133","At Risk"
13821,145,6,1379.08,3,4,4,11,"344","Loyal Customers"
13822,6,2,632.00,5,2,3,10,"523","Potential Loyalists"
13823,19,7,3403.45,5,4,5,14,"545","Champions"
13824,33,12,3314.76,4,5,5,14,"455","Champions"
13825,622,2,255.59,1,2,1,4,"121","Lost"
13826,177,1,189.50,3,2,1,6,"321","Promising"
13827,58,3,409.80,4,3,2,9,"432","Potential Loyalists"
13828,23,1,209.49,4,2,1,7,"421","Potential Loyalists"
13829,422,1,102.00,1,1,1,3,"111","Lost"
13830,582,1,156.85,1,2,1,4,"121","Lost"
13831,17,18,6585.54,5,5,5,15,"555","Champions"
13832,20,2,609.89,4,2,3,9,"423","Potential Loyalists"
13833,160,2,700.41,3,2,3,8,"323","Promising"
13834,577,2,324.19,1,2,2,5,"122","Lost"
13835,26,7,1095.27,4,4,3,11,"443","Champions"
13836,400,2,620.37,2,2,3,7,"223","Needs Attention"
13837,212,2,266.59,2,2,1,5,"221","Needs Attention"
13838,6,10,1690.07,5,5,4,14,"554","Champions"
13839,487,1,139.95,1,2,1,4,"121","Lost"
13840,417,1,651.40,1,1,3,5,"113","Hibernating"
13841,253,1,85.00,2,1,1,4,"211","About To Sleep"
13842,59,18,5319.34,4,5,5,14,"455","Champions"
13843,382,1,319.75,2,1,2,5,"212","About To Sleep"
13844,12,1,361.62,5,1,2,8,"512","New Customers"
13845,65,1,312.98,3,1,2,6,"312","Promising"
13846,25,4,1307.79,4,4,4,12,"444","Champions"
13847,720,1,310.72,1,1,2,4,"112","Lost"
13848,93,8,3015.00,3,5,5,13,"355","Loyal Customers"
13849,52,5,3469.30,4,4,5,13,"445","Champions"
13850,130,1,1595.48,3,1,4,8,"314","Promising"
13851,96,8,4606.46,3,5,5,13,"355","Loyal Customers"
13852,611,1,187.35,1,2,1,4,"121","Lost"
13853,58,1,1090.14,4,1,3,8,"413","New Customers"
13854,9,39,11944.56,5,5,5,15,"555","Champions"
13855,501,4,1310.34,1,4,4,9,"144","Cant Lose Them"
13856,169,11,1142.03,3,5,3,11,"353","Loyal Customers"
13857,394,6,1000.91,2,4,3,9,"243","At Risk"
13858,58,1,216.17,4,2,1,7,"421","Potential Loyalists"
13859,327,2,515.86,2,2,2,6,"222","Needs Attention"
13860,2,5,1245.90,5,4,4,13,"544","Champions"
13861,430,2,273.26,1,2,1,4,"121","Lost"
13862,19,9,2556.09,5,5,4,14,"554","Champions"
13863,248,4,1239.55,2,4,4,10,"244","Cant Lose Them"
13864,387,1,662.40,2,1,3,6,"213","About To Sleep"
13865,59,4,501.56,4,3,2,9,"432","Potential Loyalists"
13866,75,1,145.67,3,2,1,6,"321","Promising"
