Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
514967,22520,CHILDS GARDEN TROWEL BLUE ,2,2010-07-07 12:21:00,0.85,17110,United Kingdom,1.7
515012,22450,SILK PURSE RUSSIAN DOLL BLUE,3,2010-07-07 16:14:00,3.35,15581,United Kingdom,10.05
515020,21914,BLUE HARMONICA IN BOX ,12,2010-07-08 09:13:00,1.25,12399,Belgium,15.0
515027,15058A,BLUE WHITE SPOTS GARDEN PARASOL,2,2010-07-08 10:24:00,7.95,17519,United Kingdom,15.9
515126,22624,IVORY KITCHEN SCALES,2,2010-07-08 14:18:00,8.5,16650,United Kingdom,17.0
515149,16161P,WRAP ENGLISH ROSE ,50,2010-07-08 14:45:00,0.42,12963,United Kingdom,21.0
515149,21116,OWL DOORSTOP,3,2010-07-08 14:45:00,4.95,12963,United Kingdom,14.850000000000001
515182,21621,VINTAGE UNION JACK BUNTING,2,2010-07-08 19:56:00,8.5,14702,United Kingdom,17.0
515183,22613,PACK OF 20 SPACEBOY NAPKINS,1,2010-07-08 20:00:00,0.85,16549,United Kingdom,0.85
515185,21704,BAG 250g SWIRLY MARBLES,12,2010-07-09 09:08:00,0.85,15141,United Kingdom,10.2
515310,82580,BATHROOM METAL SIGN,25,2010-07-09 17:17:00,0.55,15856,United Kingdom,13.750000000000002
515316,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,30,2010-07-11 11:02:00,2.1,16693,United Kingdom,63.0
515328,16033,MINI HIGHLIGHTER PENS,120,2010-07-11 12:59:00,0.12,14805,United Kingdom,14.399999999999999
515475,84596E,SMALL LICORICE DES PINK BOWL,12,2010-07-13 09:35:00,1.25,16320,Unspecified,15.0
515481,22218,CAKE STAND LACE WHITE,1,2010-07-13 10:18:00,4.25,16271,United Kingdom,4.25
515481,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2010-07-13 10:18:00,1.25,16271,United Kingdom,12.5
515569,35607A,PINK FLUFFY CHRISTMAS DECORATION,1,2010-07-13 12:33:00,0.19,14461,United Kingdom,0.19
515595,22026,BANQUET BIRTHDAY  CARD  ,24,2010-07-13 13:50:00,0.42,13089,United Kingdom,10.08
515607,22073,RED RETROSPOT STORAGE JAR,4,2010-07-13 15:26:00,3.75,14512,United Kingdom,15.0
515916,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-07-15 13:32:00,1.25,15542,United Kingdom,1.25
516120,22631,CIRCUS PARADE LUNCH BOX ,24,2010-07-16 14:47:00,1.95,12415,Australia,46.8
516153,20685,DOORMAT RED SPOT,20,2010-07-18 11:35:00,6.35,13798,United Kingdom,127.0
516190,21499,BLUE SPOTS  WRAP,25,2010-07-19 08:40:00,0.42,15732,United Kingdom,10.5
516263,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,2010-07-19 11:59:00,0.85,17841,United Kingdom,1.7
516265,21241,GREEN SPOTTY CUP,1,2010-07-19 12:07:00,0.85,16782,United Kingdom,0.85
516265,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2010-07-19 12:07:00,8.5,16782,United Kingdom,8.5
516287,21504,SKULLS GREETING CARD,12,2010-07-19 12:53:00,0.42,13081,United Kingdom,5.04
516306,47593B,SCOTTIES DESIGN BABY BIB,12,2010-07-19 13:46:00,1.25,13178,United Kingdom,15.0
516309,84968C,S/16 VINTAGE PISTACHIO CUTLERY,2,2010-07-19 14:09:00,12.75,14426,United Kingdom,25.5
516310,21937,STRAWBERRY   PICNIC BAG,1,2010-07-19 14:12:00,2.95,18036,United Kingdom,2.95
516340,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-07-20 09:34:00,1.95,14825,United Kingdom,15.6
516494,21930,JUMBO STORAGE BAG SKULLS,10,2010-07-21 10:42:00,1.95,13048,United Kingdom,19.5
516567,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,2,2010-07-21 12:39:00,4.25,16529,United Kingdom,8.5
516615,21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,3,2010-07-21 15:05:00,4.95,14031,United Kingdom,14.850000000000001
516885,22630,DOLLY GIRL LUNCH BOX,12,2010-07-23 14:16:00,1.95,12615,France,23.4
516902,22629,SPACEBOY LUNCH BOX ,12,2010-07-25 10:14:00,1.95,15521,United Kingdom,23.4
516931,84987,SET OF 36 TEATIME PAPER DOILIES,1,2010-07-25 12:53:00,1.45,15426,United Kingdom,1.45
516943,22712,CARD DOLLY GIRL ,12,2010-07-25 14:32:00,0.42,12889,United Kingdom,5.04
516954,21591,COSY HOUR CIGAR BOX MATCHES ,1,2010-07-25 15:40:00,1.25,13137,United Kingdom,1.25
516956,22045,SPACEBOY GIFT WRAP,25,2010-07-25 15:44:00,0.42,13148,United Kingdom,10.5
516962,21067,VINTAGE RED TEATIME MUG,12,2010-07-26 09:04:00,1.25,12476,Germany,15.0
517046,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-07-26 11:58:00,0.21,18245,United Kingdom,6.3
517053,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-07-26 12:36:00,0.55,14115,United Kingdom,13.200000000000001
517055,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-07-26 12:57:00,0.85,16558,United Kingdom,8.5
517124,47591D,PINK FAIRY CAKE CHILD'S APRON,8,2010-07-27 09:38:00,1.95,12801,Sweden,15.6
517133,20676,RED SPOTTY BOWL,8,2010-07-27 10:26:00,1.25,15039,United Kingdom,10.0
517153,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,2010-07-27 10:43:00,0.85,18257,United Kingdom,17.0
517221,22505,MEMO BOARD COTTAGE DESIGN,4,2010-07-27 12:38:00,4.95,17465,United Kingdom,19.8
517238,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2010-07-27 14:04:00,0.85,17841,United Kingdom,0.85
517316,22024,RAINY LADIES BIRTHDAY CARD,12,2010-07-28 11:40:00,0.42,17377,United Kingdom,5.04
517316,20750,RED/WHITE DOT MINI CASES,1,2010-07-28 11:40:00,7.95,17377,United Kingdom,7.95
517330,21914,BLUE HARMONICA IN BOX ,12,2010-07-28 12:58:00,1.25,17314,United Kingdom,15.0
517340,20914,SET/5 RED SPOTTY LID GLASS BOWLS,3,2010-07-28 14:02:00,2.95,16255,United Kingdom,8.850000000000001
517362,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2010-07-28 16:39:00,9.95,17266,United Kingdom,9.95
517362,22384,LUNCH BAG PINK RETROSPOT,2,2010-07-28 16:39:00,1.65,17266,United Kingdom,3.3
517404,85099B,JUMBO BAG RED RETROSPOT,200,2010-07-29 11:01:00,1.95,12939,United Kingdom,390.0
517492,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2010-07-29 12:51:00,1.25,16045,United Kingdom,30.0
517513,20716,PARTY FOOD SHOPPER BAG,6,2010-07-29 13:28:00,1.25,15023,United Kingdom,7.5
517539,21535,RED RETROSPOT SMALL MILK JUG,6,2010-07-29 16:08:00,2.55,12525,France,15.299999999999999
517578,21314,SMALL GLASS HEART TRINKET POT,8,2010-07-30 10:44:00,2.1,14346,United Kingdom,16.8
517667,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-07-30 14:58:00,4.95,16954,United Kingdom,14.850000000000001
517740,20725,LUNCH BAG RED SPOTTY,2,2010-08-01 15:20:00,1.65,12862,United Kingdom,3.3
517740,22520,CHILDS GARDEN TROWEL BLUE ,3,2010-08-01 15:20:00,0.85,12862,United Kingdom,2.55
517760,47568,ENGLISH ROSE DESIGN PEG BAG,4,2010-08-02 10:42:00,2.1,17068,United Kingdom,8.4
517870,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2010-08-02 15:19:00,0.42,16945,United Kingdom,5.04
517883,22575,METAL MERRY CHRISTMAS WREATH,1,2010-08-02 17:19:00,1.95,14819,United Kingdom,1.95
517977,21750,LARGE SKULL WINDMILL,2,2010-08-03 14:23:00,2.1,16938,United Kingdom,4.2
517978,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2010-08-03 14:38:00,2.95,16316,United Kingdom,17.700000000000003
518064,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,1,2010-08-04 12:39:00,0.42,17841,United Kingdom,0.42
518227,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2010-08-05 14:57:00,1.65,15271,United Kingdom,1.65
518227,22320,BIRDS MOBILE VINTAGE DESIGN,1,2010-08-05 14:57:00,5.95,15271,United Kingdom,5.95
518230,21061,PARTY INVITES FOOTBALL,1,2010-08-05 15:14:00,0.85,14395,United Kingdom,0.85
518231,22200,FRYING PAN PINK POLKADOT ,4,2010-08-05 15:28:00,4.25,12471,Germany,17.0
518259,79160,HEART SHAPE WIRELESS DOORBELL,1,2010-08-05 18:18:00,2.1,14043,United Kingdom,2.1
518268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-08-05 19:08:00,2.95,15260,United Kingdom,53.1
518335,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2010-08-06 13:15:00,1.25,15856,United Kingdom,20.0
518337,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2010-08-06 13:38:00,0.55,14849,United Kingdom,79.2
518348,85054,FRENCH ENAMEL POT W LID,6,2010-08-06 14:15:00,2.95,17646,United Kingdom,17.700000000000003
518404,82615,PINK MARSHMALLOW SCARF KNITTING KIT,3,2010-08-08 13:55:00,2.95,16115,United Kingdom,8.850000000000001
518411,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,2,2010-08-08 14:51:00,4.25,14575,United Kingdom,8.5
518500,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2010-08-09 12:51:00,1.25,17137,United Kingdom,7.5
518506,22623,BOX OF VINTAGE JIGSAW BLOCKS ,7,2010-08-09 13:18:00,4.95,13092,United Kingdom,34.65
518555,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-08-10 09:38:00,2.55,14022,United Kingdom,20.4
518556,79321,CHILLI LIGHTS,4,2010-08-10 09:50:00,4.95,15805,United Kingdom,19.8
518561,22584,PACK OF 6 PANNETONE GIFT BOXES,12,2010-08-10 10:22:00,2.55,17023,United Kingdom,30.599999999999998
518673,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,288,2010-08-10 16:10:00,2.55,14646,Netherlands,734.4
518779,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-08-11 16:14:00,1.65,14606,United Kingdom,1.65
518790,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2010-08-12 09:41:00,0.85,17612,United Kingdom,10.2
518901,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2010-08-12 14:13:00,7.95,17243,United Kingdom,31.8
518946,22444,GROW YOUR OWN PLANT IN A CAN ,24,2010-08-12 14:58:00,1.25,15365,United Kingdom,30.0
519057,16161U,WRAP SUKI AND FRIENDS,25,2010-08-13 11:33:00,0.42,12960,United Kingdom,10.5
519216,22143,CHRISTMAS CRAFT HEART DECORATIONS,12,2010-08-15 11:50:00,2.1,15641,United Kingdom,25.200000000000003
519224,20685,DOORMAT RED SPOT,1,2010-08-15 12:23:00,7.49,17071,United Kingdom,7.49
519227,72128,COLUMBIAN CANDLE ROUND,24,2010-08-15 12:37:00,0.38,15789,United Kingdom,9.120000000000001
519237,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2010-08-15 13:26:00,1.65,13715,United Kingdom,9.899999999999999
519338,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2010-08-16 11:27:00,0.85,15755,United Kingdom,10.2
519372,22562,MONSTERS STENCIL CRAFT,12,2010-08-16 13:22:00,1.25,17157,United Kingdom,15.0
519384,22150,3 STRIPEY MICE FELTCRAFT,1,2010-08-16 14:12:00,1.95,18109,United Kingdom,1.95
519409,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-08-17 09:59:00,0.42,13945,United Kingdom,5.04
519517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-08-18 09:45:00,2.55,14944,United Kingdom,81.6
519576,21868,POTTING SHED TEA MUG,12,2010-08-18 12:47:00,1.25,13381,United Kingdom,15.0
519622,72741,GRAND CHOCOLATECANDLE,9,2010-08-19 09:43:00,1.45,12949,United Kingdom,13.049999999999999
519687,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,20,2010-08-19 13:04:00,0.85,14112,United Kingdom,17.0
519712,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2010-08-19 15:28:00,1.25,16919,United Kingdom,1.25
519730,82599,FANNY'S REST STOPMETAL SIGN,2,2010-08-19 19:39:00,2.1,16549,United Kingdom,4.2
519732,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2010-08-19 20:00:00,0.55,17884,United Kingdom,1.1
519783,21704,BAG 250g SWIRLY MARBLES,3,2010-08-20 11:45:00,0.85,16562,United Kingdom,2.55
519805,21248,DOOR HANGER  MUM + DADS ROOM,12,2010-08-20 12:31:00,1.45,15124,United Kingdom,17.4
519910,22450,SILK PURSE BABUSHKA BLUE,6,2010-08-22 13:46:00,3.35,13157,United Kingdom,20.1
519910,85178,VICTORIAN SEWING KIT,12,2010-08-22 13:46:00,1.25,13157,United Kingdom,15.0
519917,20652,BLUE SPOTTY LUGGAGE TAG ,3,2010-08-22 14:31:00,1.25,15555,United Kingdom,3.75
519926,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,2010-08-22 15:06:00,3.75,16085,United Kingdom,30.0
519933,82605,OLD DOC RUSSEL METAL SIGN,2,2010-08-22 16:07:00,2.1,16409,United Kingdom,4.2
519944,22588,CARD HOLDER GINGHAM HEART,6,2010-08-23 10:24:00,2.55,16168,United Kingdom,15.299999999999999
520059,22505,MEMO BOARD COTTAGE DESIGN,1,2010-08-23 15:44:00,4.95,15003,United Kingdom,4.95
520091,21181,PLEASE ONE PERSON METAL SIGN,12,2010-08-24 11:21:00,2.1,15628,United Kingdom,25.200000000000003
520166,84270,ASSTD DESIGN BUBBLE GUM RING,60,2010-08-24 12:55:00,0.21,17774,United Kingdom,12.6
520191,21503,TOYBOX  WRAP ,25,2010-08-24 14:45:00,0.42,17742,United Kingdom,10.5
520212,47559B,TEA TIME OVEN GLOVE,2,2010-08-24 17:21:00,1.25,16033,United Kingdom,2.5
520221,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-08-25 09:44:00,2.1,16456,United Kingdom,2.1
520230,72133,COLUMBIAN CANDLE RECTANGLE,24,2010-08-25 10:25:00,0.38,14401,United Kingdom,9.120000000000001
520324,22227,"DECORATION, HANGING HEART+MIRROR ",24,2010-08-25 12:18:00,0.65,14334,United Kingdom,15.600000000000001
520334,21754,HOME BUILDING BLOCK WORD,5,2010-08-25 12:31:00,5.95,16200,United Kingdom,29.75
520344,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2010-08-25 13:05:00,0.55,13680,United Kingdom,13.200000000000001
520347,84849D,HOT BATHS SOAP HOLDER,12,2010-08-25 13:10:00,1.69,17146,United Kingdom,20.28
520362,22673,FRENCH GARDEN SIGN BLUE METAL,1,2010-08-25 13:46:00,1.25,17841,United Kingdom,1.25
520401,21454,PAINTED PINK RABBIT ,6,2010-08-25 16:58:00,0.85,16448,United Kingdom,5.1
520410,21790,VINTAGE SNAP CARDS,6,2010-08-26 09:34:00,0.85,16271,United Kingdom,5.1
520506,22668,PINK BABY BUNTING,5,2010-08-26 12:52:00,2.95,14911,EIRE,14.75
520564,22551,PLASTERS IN TIN SPACEBOY,2,2010-08-26 17:11:00,1.65,17402,United Kingdom,3.3
520582,21930,JUMBO STORAGE BAG SKULLS,10,2010-08-27 10:38:00,1.95,17732,United Kingdom,19.5
520584,10123C,HEARTS WRAPPING TAPE ,12,2010-08-27 10:40:00,0.65,12839,United Kingdom,7.800000000000001
520584,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-08-27 10:40:00,1.25,12839,United Kingdom,15.0
520614,21732,RED HANGING METAL STAR TLIGHT HLDR,4,2010-08-27 12:04:00,3.75,15623,United Kingdom,15.0
520654,22079,RIBBON REEL HEARTS DESIGN ,20,2010-08-27 12:32:00,1.65,15358,United Kingdom,33.0
520680,20674,GREEN SPOTTY BOWL,8,2010-08-27 15:14:00,1.25,15480,Malta,10.0
520695,21754,HOME BUILDING BLOCK WORD,9,2010-08-29 10:42:00,5.95,15430,United Kingdom,53.550000000000004
520700,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2010-08-29 11:31:00,1.45,15976,United Kingdom,2.9
520701,21351,CINAMMON & ORANGE WREATH,1,2010-08-29 11:38:00,6.75,15058,United Kingdom,6.75
520701,85214,TUB 24 PINK FLOWER PEGS,2,2010-08-29 11:38:00,1.65,15058,United Kingdom,3.3
520719,22155,STAR DECORATION RUSTIC,1,2010-08-29 14:30:00,0.42,17792,United Kingdom,0.42
520727,20750,RED/WHITE DOT MINI CASES,2,2010-08-29 15:45:00,7.95,16755,United Kingdom,15.9
520746,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-08-31 10:52:00,0.55,14911,EIRE,13.200000000000001
520815,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-08-31 11:40:00,2.55,15910,United Kingdom,2.55
521044,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-09-02 10:04:00,2.95,13916,United Kingdom,17.700000000000003
521044,22470,HEART OF WICKER LARGE,6,2010-09-02 10:04:00,2.95,13916,United Kingdom,17.700000000000003
521119,22664,TOY TIDY DOLLY GIRL DESIGN,1,2010-09-02 11:45:00,2.1,17068,United Kingdom,2.1
521130,21165,BEWARE OF THE CAT METAL SIGN ,6,2010-09-02 12:44:00,1.69,15856,United Kingdom,10.14
521204,21220,SET/4 BADGES DOGS,10,2010-09-02 18:13:00,1.25,14667,United Kingdom,12.5
521381,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",12,2010-09-05 12:33:00,1.65,13506,United Kingdom,19.799999999999997
521385,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2010-09-05 12:55:00,1.95,14709,United Kingdom,39.0
521398,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,2010-09-05 16:10:00,1.65,14415,United Kingdom,1.65
521400,20679,EDWARDIAN PARASOL RED,60,2010-09-06 09:53:00,4.95,14145,United Kingdom,297.0
521450,22439,6 ROCKET BALLOONS ,24,2010-09-06 11:32:00,0.65,14442,Channel Islands,15.600000000000001
521467,21754,HOME BUILDING BLOCK WORD,3,2010-09-06 11:49:00,5.95,13842,United Kingdom,17.85
521569,20750,RED/WHITE DOT MINI CASES,2,2010-09-07 11:40:00,7.95,12437,France,15.9
521571,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,2010-09-07 11:55:00,1.25,13787,United Kingdom,30.0
521663,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-09-07 14:46:00,0.21,15367,United Kingdom,10.08
521663,21889,WOODEN BOX OF DOMINOES,12,2010-09-07 14:46:00,1.25,15367,United Kingdom,15.0
521665,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-09-07 15:01:00,2.95,15674,United Kingdom,17.700000000000003
521767,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-09-08 11:56:00,4.95,15752,United Kingdom,9.9
521839,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-09-09 10:50:00,2.95,12635,Germany,17.700000000000003
521900,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2010-09-09 12:34:00,1.25,16743,United Kingdom,30.0
521936,21811,CHRISTMAS HANGING HEART WITH BELL,12,2010-09-09 16:11:00,1.25,14492,United Kingdom,15.0
521949,20943,SET/6 GINGERBREAD STAR T-LIGHTS,12,2010-09-09 17:16:00,1.25,15150,United Kingdom,15.0
521970,22589,CARDHOLDER GINGHAM STAR,1,2010-09-09 19:23:00,2.55,17282,United Kingdom,2.55
521975,22685,"FRENCH BLUE METAL DOOR SIGN, 0",6,2010-09-09 20:00:00,1.25,13969,United Kingdom,7.5
521983,85129D,BEADED CRYSTAL HEART PINK SMALL,12,2010-09-10 10:09:00,1.25,13304,United Kingdom,15.0
522082,21743,STAR PORTABLE TABLE LIGHT ,4,2010-09-12 11:44:00,2.95,16608,United Kingdom,11.8
522090,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-09-12 12:46:00,1.25,16799,United Kingdom,5.0
522110,22109,FULL ENGLISH BREAKFAST PLATE,4,2010-09-12 15:15:00,3.75,13455,United Kingdom,15.0
522117,22100,SKULLS SQUARE TISSUE BOX,2,2010-09-12 16:17:00,1.25,15800,United Kingdom,2.5
522145,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2010-09-13 10:34:00,3.39,14735,United Kingdom,81.36
522213,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2010-09-13 12:05:00,0.85,14209,United Kingdom,10.2
522213,22470,HEART OF WICKER LARGE,6,2010-09-13 12:05:00,2.95,14209,United Kingdom,17.700000000000003
522271,85049D,BRIGHT BLUES RIBBONS ,3,2010-09-13 12:34:00,1.25,14399,United Kingdom,3.75
522273,21577,SAVE THE PLANET COTTON TOTE BAG,1,2010-09-13 12:41:00,2.25,16470,United Kingdom,2.25
522273,47341B,BLUE TABLE RUN FLOWER,1,2010-09-13 12:41:00,3.75,16470,United Kingdom,3.75
522273,20777,CHRYSANTHEMUM NOTEBOOK,1,2010-09-13 12:41:00,1.65,16470,United Kingdom,1.65
522273,21786,RAIN HAT WITH RED SPOTS,1,2010-09-13 12:41:00,0.42,16470,United Kingdom,0.42
522273,22099,CARAVAN SQUARE TISSUE BOX,2,2010-09-13 12:41:00,1.25,16470,United Kingdom,2.5
522327,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2010-09-13 16:15:00,2.55,18069,United Kingdom,2.55
522430,21135,VICTORIAN  METAL POSTCARD SPRING,8,2010-09-14 13:32:00,1.69,13468,United Kingdom,13.52
522432,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-09-14 13:34:00,3.75,15965,United Kingdom,7.5
522432,22553,PLASTERS IN TIN SKULLS,2,2010-09-14 13:34:00,1.65,15965,United Kingdom,3.3
522466,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-09-15 09:38:00,0.85,16748,United Kingdom,8.5
522467,21519,GIN & TONIC DIET GREETING CARD ,12,2010-09-15 09:50:00,0.42,12539,Spain,5.04
522501,22152,PLACE SETTING WHITE STAR,24,2010-09-15 11:07:00,0.42,15039,United Kingdom,10.08
522618,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-09-15 14:56:00,0.85,16589,United Kingdom,10.2
522720,22680,"FRENCH BLUE METAL DOOR SIGN, 5",10,2010-09-16 12:20:00,1.25,16912,United Kingdom,12.5
522750,22027,TEA PARTY BIRTHDAY CARD,12,2010-09-16 13:28:00,0.42,16646,United Kingdom,5.04
522760,22379,RECYCLING BAG RETROSPOT ,1,2010-09-16 13:48:00,2.1,15962,United Kingdom,2.1
522901,22348,TEA BAG PLATE RED SPOTTY ,24,2010-09-17 12:25:00,0.85,14107,United Kingdom,20.4
522913,22151,PLACE SETTING WHITE HEART,6,2010-09-17 13:52:00,0.42,15026,United Kingdom,2.52
522914,20727,LUNCH BAG  BLACK SKULL.,20,2010-09-17 13:53:00,1.65,17139,United Kingdom,33.0
522939,22444,GROW YOUR OWN PLANT IN A CAN ,24,2010-09-17 15:25:00,1.25,15757,United Kingdom,30.0
522954,21654,RIDGED GLASS FINGER BOWL,24,2010-09-19 11:57:00,1.45,18089,United Kingdom,34.8
522971,79144B,PAINTED LIGHTBULB STAR+ MOON,2,2010-09-19 13:27:00,0.42,16395,United Kingdom,0.84
522978,22867,HAND WARMER BIRD DESIGN,2,2010-09-19 13:51:00,2.1,17085,United Kingdom,4.2
522982,17003,BROCADE RING PURSE ,36,2010-09-19 14:03:00,0.21,12867,United Kingdom,7.56
522981,21524,DOORMAT SPOTTY HOME SWEET HOME,12,2010-09-19 14:03:00,6.35,18094,United Kingdom,76.19999999999999
523004,20717,STRAWBERRY SHOPPER BAG,5,2010-09-19 16:18:00,1.25,13451,United Kingdom,6.25
523007,21538,DAIRY MAID  PUDDING BOWL,1,2010-09-19 16:27:00,3.75,15870,United Kingdom,3.75
523015,22668,PINK BABY BUNTING,5,2010-09-20 10:23:00,2.95,15462,United Kingdom,14.75
523017,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,60,2010-09-20 11:21:00,2.1,12524,Germany,126.0
523137,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2010-09-20 14:14:00,3.75,17785,United Kingdom,7.5
523149,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,2010-09-20 14:49:00,4.95,17585,United Kingdom,4.95
523149,22217,T-LIGHT HOLDER HANGING LACE,5,2010-09-20 14:49:00,1.25,17585,United Kingdom,6.25
523291,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-09-21 12:22:00,2.1,14534,United Kingdom,4.2
523420,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,2010-09-22 09:53:00,6.95,17850,United Kingdom,41.7
523432,22556,PLASTERS IN TIN CIRCUS PARADE ,3,2010-09-22 11:05:00,1.65,16723,United Kingdom,4.949999999999999
523591,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,2010-09-23 10:06:00,1.25,13635,United Kingdom,30.0
523611,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-09-23 10:40:00,1.95,17373,United Kingdom,23.4
523638,22467,GUMBALL COAT RACK,12,2010-09-23 12:01:00,2.55,13097,United Kingdom,30.599999999999998
523639,15056BL,EDWARDIAN PARASOL BLACK,12,2010-09-23 12:05:00,5.95,13097,United Kingdom,71.4
523652,22950,36 DOILIES VINTAGE CHRISTMAS,12,2010-09-23 13:07:00,1.45,15140,United Kingdom,17.4
523766,22952,72 CAKE CASES VINTAGE CHRISTMAS,24,2010-09-24 10:28:00,0.55,14875,United Kingdom,13.200000000000001
523792,22356,CHARLOTTE BAG PINK POLKADOT,1,2010-09-24 11:34:00,0.85,14994,United Kingdom,0.85
523855,22677,"FRENCH BLUE METAL DOOR SIGN, 2",1,2010-09-24 12:18:00,1.25,15551,United Kingdom,1.25
523865,20771,CHRYSANTHEMUM  JOURNAL,6,2010-09-24 12:31:00,2.55,16186,United Kingdom,15.299999999999999
523865,84836,ZINC METAL HEART DECORATION,12,2010-09-24 12:31:00,1.25,16186,United Kingdom,15.0
523924,79067,CORONA MEXICAN TRAY,20,2010-09-24 16:36:00,3.75,14031,United Kingdom,75.0
523933,22568,FELTCRAFT CUSHION OWL,10,2010-09-26 10:44:00,3.75,15805,United Kingdom,37.5
523960,22090,PAPER BUNTING RETROSPOT,1,2010-09-26 12:51:00,2.95,16340,United Kingdom,2.95
523961,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2010-09-26 12:53:00,9.95,14269,United Kingdom,19.9
523971,22940,FELTCRAFT CHRISTMAS FAIRY,2,2010-09-26 13:53:00,4.25,15967,United Kingdom,8.5
523994,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2010-09-26 15:07:00,2.95,16549,United Kingdom,5.9
524018,21491,SET OF THREE VINTAGE GIFT WRAPS,12,2010-09-27 10:23:00,1.95,14911,EIRE,23.4
524028,20718,RED RETROSPOT SHOPPER BAG,1,2010-09-27 11:13:00,1.25,16895,United Kingdom,1.25
524096,16048,TEATIME ROUND PENCIL SHARPENER ,768,2010-09-27 12:14:00,0.12,13694,United Kingdom,92.16
524118,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,60,2010-09-27 13:58:00,0.85,15123,United Kingdom,51.0
524125,22555,PLASTERS IN TIN STRONGMAN,12,2010-09-27 14:20:00,1.65,15382,United Kingdom,19.799999999999997
